,Day,Platform,Campaign Name,Campaign Type,Impressions,Clicks,Conversions,Revenue,Spend,Region,AdCreative,CTR,CPA,CPC,CPM
6593,20/04/23,TikTok,TikTok-Retargeting,Retargeting,44717,272,111,"£8,233.13££",£2920.99,North East,CreativeC,0.006082697855401749,£26.32,£10.74,£65.32
6594,20/04/23,SnapChat,SnapChat-Prospecting,Prospecting,94047,2679,52,"£4,275.73££",£4640.01,West Midlands,CreativeA,0.02848575712143928,£89.23,£1.73,£49.34
6595,20/04/23,YouTube,YouTube-Prospecting,Prospecting,52684,284,48,"£8,211.47££",£3410.84,North West,CreativeA,0.005390630931592135,£71.06,£12.01,£64.74
6596,20/04/23,YouTube,YouTube-Prospecting,Prospecting,21601,2194,218,"£7,628.66££",£3850.45,Yorkshire and the Humber,CreativeC,0.10156937178834313,£17.66,£1.75,£178.25
6597,20/04/23,YouTube,YouTube-Prospecting,Prospecting,35797,353,145,"£7,917.55££",£1286.11,South West,CreativeB,0.009861161549850546,£8.87,£3.64,£35.93
6598,20/04/23,TikTok,TikTok-Prospecting,Prospecting,85912,2773,105,"£10,441.29££",£3023.56,East of England,CreativeB,0.03227721389328615,£28.80,£1.09,£35.19
6599,20/04/23,TikTok,TikTok-Retargeting,Retargeting,6471,78,132,"£8,779.80££",£2091.46,South East,CreativeA,0.01205377839592026,£15.84,£26.81,£323.21
6600,20/04/23,TikTok,TikTok-Prospecting,Prospecting,22633,2554,36,"£5,902.91££",£2337.45,Yorkshire and the Humber,CreativeB,0.11284407723235983,£64.93,£0.92,£103.28
6601,20/04/23,Instagram,Instagram-Retargeting,Retargeting,94165,1215,17,"£4,969.12££",£2638.83,South West,CreativeA,0.012902883236871448,£155.23,£2.17,£28.02
6602,20/04/23,TikTok,TikTok-Retargeting,Retargeting,40995,2239,131,"£11,169.75££",£6439.85,Northern Ireland,CreativeB,0.05461641663617514,£49.16,£2.88,£157.09
6603,20/04/23,TikTok,TikTok-Prospecting,Prospecting,73004,259,45,"£6,133.59££",£4386.92,Scotland,CreativeB,0.0035477508081748943,£97.49,£16.94,£60.09
6604,20/04/23,TikTok,TikTok-Prospecting,Prospecting,41182,2071,230,"£5,352.26££",£8943.65,East of England,CreativeC,0.05028896119663931,£38.89,£4.32,£217.17
6605,20/04/23,SnapChat,SnapChat-Prospecting,Prospecting,78491,824,173,"£3,705.74££",£2991.78,Yorkshire and the Humber,CreativeB,0.01049801888114561,£17.29,£3.63,£38.12
6606,20/04/23,TikTok,TikTok-Prospecting,Prospecting,6227,2829,155,"£6,069.71££",£4067.86,Scotland,CreativeA,0.4543118676730368,£26.24,£1.44,£653.26
6607,21/04/23,SnapChat,SnapChat-Retargeting,Retargeting,100420,1740,235,"£12,476.87££",£2844.95,East Midlands,CreativeC,0.017327225652260504,£12.11,£1.64,£28.33
6608,21/04/23,SnapChat,SnapChat-Prospecting,Prospecting,22858,2051,210,"£12,934.95££",£1877.01,West Midlands,CreativeB,0.08972788520430484,£8.94,£0.92,£82.12
6609,21/04/23,SnapChat,SnapChat-Prospecting,Prospecting,6245,2256,96,"£3,280.58££",£3566.66,Northern Ireland,CreativeC,0.3612489991993595,£37.15,£1.58,£571.12
6610,21/04/23,Facebook,Facebook-Prospecting,Prospecting,38038,1583,234,"£7,490.32££",£1177.41,Wales,CreativeA,0.04161627845838372,£5.03,£0.74,£30.95
6611,21/04/23,SnapChat,SnapChat-Prospecting,Prospecting,8934,1436,78,"£10,290.73££",£323.6,Wales,CreativeB,0.1607342735616745,£4.15,£0.23,£36.22
6612,21/04/23,Instagram,Instagram-Retargeting,Retargeting,62153,1783,196,"£7,777.91££",£2415.91,South East,CreativeB,0.02868727173265973,£12.33,£1.35,£38.87
6613,21/04/23,SnapChat,SnapChat-Retargeting,Retargeting,2523,2569,26,"£6,962.22££",£1314.61,South East,CreativeA,1.0182322631787555,£50.56,£0.51,£521.05
6614,21/04/23,Instagram,Instagram-Prospecting,Prospecting,58884,1762,15,"£14,770.12££",£5515.32,West Midlands,CreativeB,0.029923238910400107,£367.69,£3.13,£93.66
6615,21/04/23,TikTok,TikTok-Prospecting,Prospecting,37400,2341,12,"£4,771.14££",£5764.03,Scotland,CreativeC,0.06259358288770053,£480.34,£2.46,£154.12
6616,21/04/23,Facebook,Facebook-Prospecting,Prospecting,7644,312,113,"£12,228.47££",£1667.61,East Midlands,CreativeA,0.04081632653061224,£14.76,£5.34,£218.16
6617,21/04/23,Facebook,Facebook-Retargeting,Retargeting,2493,20,36,"£6,332.38££",£5585.28,East Midlands,CreativeB,0.008022462896109106,£155.15,£279.26,£2240.39
6618,21/04/23,YouTube,YouTube-Retargeting,Retargeting,11547,1447,40,"£2,822.09££",£5232.46,East Midlands,CreativeB,0.1253139343552438,£130.81,£3.62,£453.14
6619,21/04/23,TikTok,TikTok-Prospecting,Prospecting,12339,826,42,"£6,129.49££",£2204.43,North East,CreativeC,0.06694221573871464,£52.49,£2.67,£178.66
6620,21/04/23,Instagram,Instagram-Prospecting,Prospecting,82916,2464,46,"£12,155.54££",£2058.51,East Midlands,CreativeC,0.02971682184379372,£44.75,£0.84,£24.83
6621,21/04/23,TikTok,TikTok-Retargeting,Retargeting,84805,241,30,"£10,962.47££",£3287.28,London,CreativeA,0.0028418135723129534,£109.58,£13.64,£38.76
6622,21/04/23,Facebook,Facebook-Retargeting,Retargeting,31846,853,17,"£7,029.82££",£3697.32,East Midlands,CreativeA,0.02678515355146643,£217.49,£4.33,£116.10
6623,21/04/23,Instagram,Instagram-Prospecting,Prospecting,49963,1493,98,"£1,072.67££",£2833.54,Scotland,CreativeB,0.02988211276344495,£28.91,£1.90,£56.71
6624,21/04/23,TikTok,TikTok-Prospecting,Prospecting,28877,1754,24,"£7,285.20££",£6988.72,North East,CreativeC,0.06074038161858919,£291.20,£3.98,£242.02
6625,21/04/23,Facebook,Facebook-Prospecting,Prospecting,77673,508,55,"£12,630.70££",£1379.36,London,CreativeC,0.006540239207961583,£25.08,£2.72,£17.76
6626,21/04/23,Instagram,Instagram-Retargeting,Retargeting,67700,157,155,"£14,697.62££",£5226.13,London,CreativeC,0.0023190546528803545,£33.72,£33.29,£77.20
6627,21/04/23,Instagram,Instagram-Prospecting,Prospecting,43572,743,137,"£8,856.95££",£1275.28,South East,CreativeA,0.0170522353805196,£9.31,£1.72,£29.27
6628,21/04/23,Facebook,Facebook-Retargeting,Retargeting,32390,599,60,"£4,728.50££",£1677.09,Wales,CreativeC,0.018493362148811362,£27.95,£2.80,£51.78
6629,21/04/23,Instagram,Instagram-Prospecting,Prospecting,65006,1471,217,"£7,897.00££",£2829.89,South West,CreativeA,0.022628680429498817,£13.04,£1.92,£43.53
6630,21/04/23,Facebook,Facebook-Prospecting,Prospecting,67042,1272,108,"£12,809.33££",£4927.39,South West,CreativeC,0.018973180991020553,£45.62,£3.87,£73.50
6631,21/04/23,SnapChat,SnapChat-Prospecting,Prospecting,2389,2368,176,"£7,578.72££",£3922.18,Wales,CreativeA,0.9912097111762244,£22.29,£1.66,£1641.77
6632,21/04/23,SnapChat,SnapChat-Retargeting,Retargeting,44887,138,34,"£13,112.85££",£1076.61,Northern Ireland,CreativeB,0.003074386793503687,£31.66,£7.80,£23.98
6633,21/04/23,Instagram,Instagram-Prospecting,Prospecting,106218,838,147,"£5,572.62££",£842.95,East of England,CreativeC,0.007889434935698282,£5.73,£1.01,£7.94
6634,21/04/23,Instagram,Instagram-Retargeting,Retargeting,65791,2237,144,"£11,053.67££",£5849.13,Northern Ireland,CreativeA,0.03400161116262103,£40.62,£2.61,£88.90
6635,21/04/23,Facebook,Facebook-Prospecting,Prospecting,64977,1341,9,"£3,481.06££",£497.68,Yorkshire and the Humber,CreativeA,0.020638071933145576,£55.30,£0.37,£7.66
6636,21/04/23,Instagram,Instagram-Retargeting,Retargeting,35453,1420,52,"£13,033.79££",£3307.81,West Midlands,CreativeC,0.04005302795250049,£63.61,£2.33,£93.30
6637,21/04/23,YouTube,YouTube-Prospecting,Prospecting,27738,529,98,"£1,141.61££",£770.38,Wales,CreativeB,0.019071310116086235,£7.86,£1.46,£27.77
6638,21/04/23,SnapChat,SnapChat-Retargeting,Retargeting,49099,2545,56,"£6,174.86££",£3935.45,Yorkshire and the Humber,CreativeC,0.051834049573311065,£70.28,£1.55,£80.15
6639,21/04/23,Instagram,Instagram-Prospecting,Prospecting,33204,585,204,"£6,662.05££",£1500.98,North West,CreativeA,0.01761835923382725,£7.36,£2.57,£45.20
6640,21/04/23,Instagram,Instagram-Retargeting,Retargeting,72798,1618,164,"£13,116.79££",£1206.64,Scotland,CreativeA,0.022225885326519958,£7.36,£0.75,£16.58
6641,21/04/23,TikTok,TikTok-Retargeting,Retargeting,23119,1534,101,"£3,929.30££",£3015.95,Northern Ireland,CreativeC,0.06635235088022838,£29.86,£1.97,£130.45
6642,21/04/23,Instagram,Instagram-Prospecting,Prospecting,68208,1944,230,"£15,842.42££",£2375.12,North East,CreativeC,0.028501055594651655,£10.33,£1.22,£34.82
6643,21/04/23,YouTube,YouTube-Retargeting,Retargeting,73078,1974,158,"£9,939.75££",£2155.24,Scotland,CreativeA,0.02701223350392731,£13.64,£1.09,£29.49
6644,21/04/23,SnapChat,SnapChat-Retargeting,Retargeting,101093,83,46,"£13,026.34££",£3374.1,Scotland,CreativeA,0.0008210261838109464,£73.35,£40.65,£33.38
6645,21/04/23,TikTok,TikTok-Prospecting,Prospecting,25145,969,12,"£9,046.02££",£638.35,North East,CreativeA,0.03853648836746868,£53.20,£0.66,£25.39
6646,21/04/23,Facebook,Facebook-Retargeting,Retargeting,42708,1511,127,"£7,111.15££",£4920.57,East Midlands,CreativeC,0.035379788330055256,£38.74,£3.26,£115.21
6647,21/04/23,Facebook,Facebook-Prospecting,Prospecting,65841,1668,231,"£7,575.28££",£6708.23,South East,CreativeA,0.025333758600264274,£29.04,£4.02,£101.89
6648,21/04/23,SnapChat,SnapChat-Prospecting,Prospecting,1257,3359,50,"£2,279.92££",£3448.37,South East,CreativeC,2.6722354813046936,£68.97,£1.03,£2743.33
6649,21/04/23,Facebook,Facebook-Retargeting,Retargeting,43071,1772,183,"£1,999.68££",£3745.54,Yorkshire and the Humber,CreativeA,0.04114137122425762,£20.47,£2.11,£86.96
6650,21/04/23,YouTube,YouTube-Retargeting,Retargeting,72337,362,124,"£11,885.43££",£4179.32,North West,CreativeA,0.005004354617968674,£33.70,£11.55,£57.78
6651,21/04/23,Instagram,Instagram-Retargeting,Retargeting,33781,390,115,"£13,510.01££",£568.22,North West,CreativeA,0.01154495130398745,£4.94,£1.46,£16.82
6652,21/04/23,SnapChat,SnapChat-Retargeting,Retargeting,96989,3058,97,"£8,157.70££",£2154.1,South West,CreativeB,0.03152934868902659,£22.21,£0.70,£22.21
6653,21/04/23,TikTok,TikTok-Retargeting,Retargeting,50193,1957,72,"£2,255.90££",£2033.71,London,CreativeB,0.038989500527962066,£28.25,£1.04,£40.52
6654,21/04/23,Instagram,Instagram-Prospecting,Prospecting,104886,2316,32,"£7,986.09££",£2870.87,West Midlands,CreativeC,0.022081116640924433,£89.71,£1.24,£27.37
6655,21/04/23,Facebook,Facebook-Prospecting,Prospecting,59098,684,70,"£2,826.44££",£1869.7,Scotland,CreativeB,0.011573995735896308,£26.71,£2.73,£31.64
6656,21/04/23,Facebook,Facebook-Retargeting,Retargeting,20428,1839,248,"£10,346.79££",£5299.94,East of England,CreativeA,0.09002349716075975,£21.37,£2.88,£259.44
6657,21/04/23,TikTok,TikTok-Retargeting,Retargeting,88939,152,273,"£5,241.70££",£3915.76,Scotland,CreativeC,0.0017090365306558428,£14.34,£25.76,£44.03
6658,21/04/23,YouTube,YouTube-Retargeting,Retargeting,43980,748,50,"£4,263.06££",£5605.6,Scotland,CreativeC,0.017007730786721235,£112.11,£7.49,£127.46
6659,21/04/23,TikTok,TikTok-Retargeting,Retargeting,57261,967,254,"£9,252.43££",£3621.51,South West,CreativeA,0.01688758491818166,£14.26,£3.75,£63.25
6660,21/04/23,SnapChat,SnapChat-Retargeting,Retargeting,10028,3418,109,"£10,644.56££",£7498.81,London,CreativeA,0.34084563222975667,£68.80,£2.19,£747.79
6661,21/04/23,TikTok,TikTok-Prospecting,Prospecting,77985,2956,56,"£5,811.85££",£2360.91,South East,CreativeC,0.037904725267679684,£42.16,£0.80,£30.27
6662,21/04/23,Facebook,Facebook-Prospecting,Prospecting,47274,1984,203,"£9,050.17££",£3324.49,North West,CreativeB,0.041968100858823035,£16.38,£1.68,£70.32
6663,21/04/23,YouTube,YouTube-Prospecting,Prospecting,48515,710,89,"£10,237.27££",£8790.08,East Midlands,CreativeB,0.014634649077604865,£98.76,£12.38,£181.18
6664,21/04/23,YouTube,YouTube-Retargeting,Retargeting,14998,139,54,"£1,965.60££",£6897.87,East Midlands,CreativeA,0.009267902386984932,£127.74,£49.62,£459.92
6665,21/04/23,TikTok,TikTok-Retargeting,Retargeting,28151,292,129,"£10,351.06££",£3250.12,East of England,CreativeC,0.010372633298994707,£25.19,£11.13,£115.45
6666,21/04/23,SnapChat,SnapChat-Retargeting,Retargeting,72765,3137,208,"£3,300.83££",£1590.94,East of England,CreativeA,0.04311138596852883,£7.65,£0.51,£21.86
6667,22/04/23,TikTok,TikTok-Prospecting,Prospecting,83314,2604,111,"£12,917.65££",£788.01,Wales,CreativeB,0.03125525121828264,£7.10,£0.30,£9.46
6668,22/04/23,Facebook,Facebook-Prospecting,Prospecting,49340,1325,259,"£14,029.51££",£888.01,West Midlands,CreativeB,0.026854479124442644,£3.43,£0.67,£18.00
6669,22/04/23,Facebook,Facebook-Prospecting,Prospecting,47442,942,51,"£12,343.85££",£1384.67,North East,CreativeC,0.01985582395345896,£27.15,£1.47,£29.19
6670,22/04/23,YouTube,YouTube-Prospecting,Prospecting,78787,1595,178,"£7,744.75££",£6512.24,South East,CreativeB,0.020244456572784852,£36.59,£4.08,£82.66
6671,22/04/23,TikTok,TikTok-Retargeting,Retargeting,19376,2830,71,"£12,470.31££",£2686.26,South West,CreativeB,0.14605697770437656,£37.83,£0.95,£138.64
6672,22/04/23,YouTube,YouTube-Prospecting,Prospecting,16631,3994,12,"£6,412.04££",£6400.3,South East,CreativeB,0.24015392940893512,£533.36,£1.60,£384.84
6673,22/04/23,TikTok,TikTok-Retargeting,Retargeting,72074,1102,261,£734.36££,£1878.88,West Midlands,CreativeB,0.015289840996753337,£7.20,£1.70,£26.07
6674,22/04/23,TikTok,TikTok-Retargeting,Retargeting,43818,1360,143,"£12,438.79££",£3260.05,North East,CreativeC,0.031037473184536035,£22.80,£2.40,£74.40
6675,22/04/23,YouTube,YouTube-Prospecting,Prospecting,97060,3976,110,"£4,967.11££",£890.87,East of England,CreativeC,0.04096435194724912,£8.10,£0.22,£9.18
6676,22/04/23,TikTok,TikTok-Retargeting,Retargeting,64990,1873,207,"£7,315.49££",£8996.27,Wales,CreativeA,0.02881981843360517,£43.46,£4.80,£138.43
6677,22/04/23,Instagram,Instagram-Prospecting,Prospecting,68651,35,62,"£15,835.54££",£2667.85,East of England,CreativeB,0.0005098250571732386,£43.03,£76.22,£38.86
6678,22/04/23,TikTok,TikTok-Prospecting,Prospecting,11312,2221,92,"£7,350.75££",£2783.51,Scotland,CreativeA,0.19634016973125884,£30.26,£1.25,£246.07
6679,22/04/23,TikTok,TikTok-Retargeting,Retargeting,45575,435,147,"£1,872.42££",£1349.14,Scotland,CreativeB,0.00954470652770159,£9.18,£3.10,£29.60
6680,22/04/23,YouTube,YouTube-Retargeting,Retargeting,39173,861,42,"£11,087.56££",£2701.38,North West,CreativeC,0.021979424603681106,£64.32,£3.14,£68.96
6681,22/04/23,Facebook,Facebook-Retargeting,Retargeting,45485,848,36,"£13,593.15££",£7221.44,North East,CreativeA,0.018643508849071122,£200.60,£8.52,£158.77
6682,22/04/23,SnapChat,SnapChat-Retargeting,Retargeting,45136,156,47,"£6,759.19££",£2105.05,South West,CreativeC,0.0034562211981566822,£44.79,£13.49,£46.64
6683,22/04/23,TikTok,TikTok-Retargeting,Retargeting,35429,1915,15,"£12,127.06££",£3643.73,Yorkshire and the Humber,CreativeC,0.054051765502836656,£242.92,£1.90,£102.85
6684,22/04/23,SnapChat,SnapChat-Retargeting,Retargeting,39279,1303,50,"£10,198.20££",£4166.99,South West,CreativeC,0.03317294228468138,£83.34,£3.20,£106.09
6685,22/04/23,TikTok,TikTok-Retargeting,Retargeting,26631,88,125,"£11,764.81££",£5705.37,Scotland,CreativeA,0.003304419661296985,£45.64,£64.83,£214.24
6686,22/04/23,YouTube,YouTube-Retargeting,Retargeting,65024,1338,73,"£6,984.91££",£4594.49,Northern Ireland,CreativeA,0.020577017716535435,£62.94,£3.43,£70.66
6687,22/04/23,YouTube,YouTube-Retargeting,Retargeting,12989,3214,10,"£10,791.16££",£2268.08,West Midlands,CreativeC,0.24744014165832628,£226.81,£0.71,£174.62
6688,22/04/23,TikTok,TikTok-Prospecting,Prospecting,31254,269,8,"£2,156.12££",£1625.7,West Midlands,CreativeB,0.008606898317015423,£203.21,£6.04,£52.02
6689,22/04/23,YouTube,YouTube-Prospecting,Prospecting,40398,2614,136,"£5,439.64££",£909.38,North East,CreativeC,0.06470617357294915,£6.69,£0.35,£22.51
6690,22/04/23,YouTube,YouTube-Retargeting,Retargeting,39560,294,196,"£10,906.36££",£3105.17,Northern Ireland,CreativeB,0.007431749241658241,£15.84,£10.56,£78.49
6691,22/04/23,TikTok,TikTok-Retargeting,Retargeting,88626,1304,111,"£10,216.78££",£612.59,Wales,CreativeB,0.014713515221266897,£5.52,£0.47,£6.91
6692,22/04/23,Facebook,Facebook-Retargeting,Retargeting,29065,8,205,"£4,106.18££",£5245.27,Northern Ireland,CreativeC,0.0002752451402029933,£25.59,£655.66,£180.47
6693,22/04/23,TikTok,TikTok-Prospecting,Prospecting,30808,1793,17,"£4,648.66££",£1278.83,West Midlands,CreativeC,0.05819916904700078,£75.23,£0.71,£41.51
6694,22/04/23,Facebook,Facebook-Prospecting,Prospecting,52214,1597,21,"£7,670.53££",£2040.18,East of England,CreativeA,0.030585666679434634,£97.15,£1.28,£39.07
6695,22/04/23,YouTube,YouTube-Retargeting,Retargeting,11128,178,211,"£8,620.00££",£207.11,North East,CreativeA,0.01599568655643422,£0.98,£1.16,£18.61
6696,22/04/23,Facebook,Facebook-Retargeting,Retargeting,20044,70,200,"£11,215.60££",£606.65,London,CreativeB,0.0034923169028138095,£3.03,£8.67,£30.27
6697,22/04/23,YouTube,YouTube-Retargeting,Retargeting,95243,1874,23,"£10,698.41££",£3959.59,London,CreativeC,0.019675986686685635,£172.16,£2.11,£41.57
6698,22/04/23,Facebook,Facebook-Retargeting,Retargeting,46687,946,30,"£5,613.95££",£5600.34,East of England,CreativeA,0.02026259986720072,£186.68,£5.92,£119.96
6699,22/04/23,Facebook,Facebook-Prospecting,Prospecting,23717,978,30,"£3,414.23££",£6320.76,North East,CreativeB,0.04123624404435637,£210.69,£6.46,£266.51
6700,22/04/23,TikTok,TikTok-Prospecting,Prospecting,87408,2657,173,"£3,157.78££",£966.71,South West,CreativeA,0.03039767526999817,£5.59,£0.36,£11.06
6701,22/04/23,Facebook,Facebook-Retargeting,Retargeting,78323,44,60,"£3,326.27££",£7363.64,West Midlands,CreativeB,0.0005617762343117603,£122.73,£167.36,£94.02
6702,22/04/23,YouTube,YouTube-Retargeting,Retargeting,68149,2758,34,"£6,938.28££",£327.33,East Midlands,CreativeA,0.04047014629708433,£9.63,£0.12,£4.80
6703,22/04/23,TikTok,TikTok-Prospecting,Prospecting,67995,422,168,"£4,893.43££",£1362.43,South East,CreativeA,0.006206338701375101,£8.11,£3.23,£20.04
6704,22/04/23,Facebook,Facebook-Prospecting,Prospecting,2496,1008,36,"£3,738.45££",£6965.15,London,CreativeA,0.40384615384615385,£193.48,£6.91,£2790.52
6705,22/04/23,TikTok,TikTok-Retargeting,Retargeting,3952,1103,126,"£3,920.93££",£8864.36,Northern Ireland,CreativeC,0.2790991902834008,£70.35,£8.04,£2243.01
6706,22/04/23,SnapChat,SnapChat-Retargeting,Retargeting,12274,2291,53,"£11,536.32££",£2404.91,West Midlands,CreativeA,0.1866547172885775,£45.38,£1.05,£195.94
6707,22/04/23,TikTok,TikTok-Prospecting,Prospecting,88672,1594,69,"£8,531.90££",£755.92,Northern Ireland,CreativeA,0.01797636232407073,£10.96,£0.47,£8.52
6708,22/04/23,SnapChat,SnapChat-Prospecting,Prospecting,46969,3323,17,"£7,736.47££",£5768.73,North East,CreativeC,0.07074879175626476,£339.34,£1.74,£122.82
6709,22/04/23,SnapChat,SnapChat-Prospecting,Prospecting,27221,2076,36,"£11,569.06££",£473.92,West Midlands,CreativeC,0.07626464861687668,£13.16,£0.23,£17.41
6710,22/04/23,TikTok,TikTok-Retargeting,Retargeting,12641,1312,21,"£10,538.63££",£180.57,East of England,CreativeB,0.10378925717902064,£8.60,£0.14,£14.28
6711,22/04/23,YouTube,YouTube-Prospecting,Prospecting,55153,39,219,"£9,048.59££",£710.47,Wales,CreativeA,0.0007071238191938789,£3.24,£18.22,£12.88
6712,22/04/23,YouTube,YouTube-Retargeting,Retargeting,41024,202,13,"£2,754.57££",£1661.64,Yorkshire and the Humber,CreativeB,0.004923946957878315,£127.82,£8.23,£40.50
6713,22/04/23,YouTube,YouTube-Prospecting,Prospecting,70379,14,114,"£10,584.31££",£926.73,West Midlands,CreativeC,0.0001989229741826397,£8.13,£66.20,£13.17
6714,22/04/23,Instagram,Instagram-Prospecting,Prospecting,70969,1630,69,"£1,738.91££",£2284.31,London,CreativeC,0.022967774662176442,£33.11,£1.40,£32.19
6715,22/04/23,SnapChat,SnapChat-Prospecting,Prospecting,7842,3189,18,"£11,167.69££",£1930.24,London,CreativeC,0.4066564651874522,£107.24,£0.61,£246.14
6716,22/04/23,TikTok,TikTok-Retargeting,Retargeting,62771,2206,29,"£2,149.52££",£3506.25,East of England,CreativeA,0.03514361727549346,£120.91,£1.59,£55.86
6717,22/04/23,YouTube,YouTube-Retargeting,Retargeting,92698,2206,8,"£8,685.41££",£6665.63,East of England,CreativeC,0.023797708688429092,£833.20,£3.02,£71.91
6718,22/04/23,YouTube,YouTube-Prospecting,Prospecting,76505,614,47,"£4,903.95££",£915.22,West Midlands,CreativeC,0.008025619240572511,£19.47,£1.49,£11.96
6719,22/04/23,TikTok,TikTok-Retargeting,Retargeting,35356,56,12,"£11,950.89££",£2323.23,North East,CreativeB,0.0015838895802692612,£193.60,£41.49,£65.71
6720,22/04/23,SnapChat,SnapChat-Prospecting,Prospecting,53962,2586,144,"£12,119.39££",£3899.87,South East,CreativeC,0.04792261220859123,£27.08,£1.51,£72.27
6721,22/04/23,TikTok,TikTok-Retargeting,Retargeting,10463,2950,66,"£5,481.35££",£2859.24,North East,CreativeA,0.28194590461626684,£43.32,£0.97,£273.27
6722,22/04/23,Instagram,Instagram-Prospecting,Prospecting,66767,167,69,"£1,158.96££",£2372.96,Wales,CreativeC,0.0025012356403612563,£34.39,£14.21,£35.54
6723,22/04/23,Instagram,Instagram-Prospecting,Prospecting,114035,1732,32,"£9,662.66££",£5591.5,South West,CreativeB,0.01518831937563029,£174.73,£3.23,£49.03
6724,22/04/23,TikTok,TikTok-Retargeting,Retargeting,19743,1894,189,"£3,058.77££",£962.83,East of England,CreativeA,0.09593273565314289,£5.09,£0.51,£48.77
6725,22/04/23,SnapChat,SnapChat-Prospecting,Prospecting,21629,1297,11,"£11,527.99££",£4762.82,North West,CreativeA,0.059965786675297054,£432.98,£3.67,£220.21
6726,22/04/23,YouTube,YouTube-Retargeting,Retargeting,97794,994,215,"£2,921.44££",£3032.1,East Midlands,CreativeC,0.010164222753952186,£14.10,£3.05,£31.00
6727,23/04/23,Facebook,Facebook-Retargeting,Retargeting,7662,1324,92,"£1,088.39££",£2444.99,South East,CreativeB,0.17280083529104673,£26.58,£1.85,£319.11
6728,23/04/23,Facebook,Facebook-Retargeting,Retargeting,39206,581,39,"£3,152.50££",£1901.57,East Midlands,CreativeC,0.014819160332602152,£48.76,£3.27,£48.50
6729,23/04/23,Facebook,Facebook-Prospecting,Prospecting,59362,1148,23,"£11,767.92££",£1647.03,Scotland,CreativeA,0.019338971058926586,£71.61,£1.43,£27.75
6730,23/04/23,Facebook,Facebook-Prospecting,Prospecting,810,1140,14,"£11,308.25££",£7200.11,Wales,CreativeA,1.4074074074074074,£514.29,£6.32,£8889.02
6731,23/04/23,Instagram,Instagram-Retargeting,Retargeting,69059,884,246,"£4,281.50££",£127.67,London,CreativeA,0.012800648720659146,£0.52,£0.14,£1.85
6732,23/04/23,Instagram,Instagram-Retargeting,Retargeting,25884,1780,48,"£6,713.72££",£1343.37,South West,CreativeA,0.06876835110492968,£27.99,£0.75,£51.90
6733,23/04/23,Facebook,Facebook-Retargeting,Retargeting,62643,159,74,"£7,216.19££",£969.97,Scotland,CreativeB,0.0025381926152962023,£13.11,£6.10,£15.48
6734,23/04/23,SnapChat,SnapChat-Retargeting,Retargeting,55171,185,137,"£5,973.46££",£1956.21,South East,CreativeC,0.0033532109260299794,£14.28,£10.57,£35.46
6735,23/04/23,YouTube,YouTube-Retargeting,Retargeting,94181,3911,37,"£3,114.62££",£1730.95,Wales,CreativeB,0.04152642252683662,£46.78,£0.44,£18.38
6736,23/04/23,TikTok,TikTok-Retargeting,Retargeting,30066,406,258,"£1,611.38££",£1253.9,East Midlands,CreativeC,0.01350362535754673,£4.86,£3.09,£41.70
6737,23/04/23,YouTube,YouTube-Prospecting,Prospecting,4290,807,28,"£11,939.03££",£3792.81,Yorkshire and the Humber,CreativeB,0.18811188811188811,£135.46,£4.70,£884.10
6738,23/04/23,TikTok,TikTok-Prospecting,Prospecting,56054,1760,143,"£5,217.43££",£4328.47,East Midlands,CreativeA,0.03139829450173048,£30.27,£2.46,£77.22
6739,23/04/23,TikTok,TikTok-Prospecting,Prospecting,37528,2831,59,"£5,210.92££",£5862.04,South West,CreativeC,0.07543700703474739,£99.36,£2.07,£156.20
6740,23/04/23,Facebook,Facebook-Retargeting,Retargeting,47957,1713,42,"£14,304.14££",£3560.99,Scotland,CreativeC,0.03571949871760118,£84.79,£2.08,£74.25
6741,23/04/23,TikTok,TikTok-Prospecting,Prospecting,72523,1004,32,"£5,904.36££",£3687.34,East Midlands,CreativeC,0.01384388400921087,£115.23,£3.67,£50.84
6742,23/04/23,Facebook,Facebook-Prospecting,Prospecting,37407,793,98,"£1,278.30££",£1466.01,West Midlands,CreativeC,0.021199240783810518,£14.96,£1.85,£39.19
6743,23/04/23,Instagram,Instagram-Prospecting,Prospecting,85634,1168,11,"£11,973.48££",£6403.2,West Midlands,CreativeB,0.01363944227760002,£582.11,£5.48,£74.77
6744,23/04/23,SnapChat,SnapChat-Prospecting,Prospecting,77560,355,107,"£6,379.37££",£291.55,South East,CreativeC,0.004577101598762248,£2.72,£0.82,£3.76
6745,23/04/23,TikTok,TikTok-Prospecting,Prospecting,25306,389,68,"£2,020.67££",£5410.9,North West,CreativeB,0.01537184857346084,£79.57,£13.91,£213.82
6746,23/04/23,SnapChat,SnapChat-Prospecting,Prospecting,29940,497,145,"£10,485.68££",£2666.86,South West,CreativeA,0.016599866399465597,£18.39,£5.37,£89.07
6747,23/04/23,Facebook,Facebook-Prospecting,Prospecting,21652,363,36,"£1,965.32££",£2818.21,Wales,CreativeB,0.016765194901163866,£78.28,£7.76,£130.16
6748,23/04/23,TikTok,TikTok-Retargeting,Retargeting,80556,2770,144,"£2,726.20££",£4228.69,North West,CreativeB,0.03438601718059486,£29.37,£1.53,£52.49
6749,23/04/23,YouTube,YouTube-Prospecting,Prospecting,46018,1895,165,"£8,353.29££",£7631.65,Northern Ireland,CreativeB,0.041179538441479424,£46.25,£4.03,£165.84
